Taxid	Assembly	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion
2507075	GCA_004099695.1	Methanosarcina^sp.^MSH10X1	Contig	55	2952	55	3	3558779	0.433490479247904	NA	0.436514941863243	0.448165869218501	904.081081081081	777	0.353899769585253	0.354838709677419	0.33525726290859	0.337837837837838	NA	NA	0.34312315999746	0.342155293175906	251.262820512821	180	468	0.325728932168564	0.325051759834369	415	471	0.33544089518075	0.340501792114695	186	NA	913	0.335933398015975	0.341823056300268	172	945	0.000829497982313597	0.110319016718936	0.0330425126145794	0.0553942798920641	0.0549247368268724
1550565	GCA_004102725.1	Methanoculleus^taiwanensis	Scaffold	12	2487	49	4	2750720	0.576677796300191	NA	0.612502511218705	0.616333213169911	858.032511210762	708	0.507642089093702	0.516129032258065	0.497861276558514	0.531448551448551	NA	NA	0.533644641834605	0.573248407643312	340.20178041543	63	337	0.504081571445865	0.524122807017544	210	403	0.485365769989406	0.52212389380531	69	NA	641	0.487821225675133	0.525641025641026	67	653	0.000904126919497441	0.0484026000465333	0.0416792694276407	0.0176361098185202	0.030766490228013
2497325	GCA_004114375.1	Halorubrum^sp.^BOL3-1	Complete Genome	4	3334	57	9	3668425	0.610834794510987	NA	0.671326940565785	0.685106026317995	963.9	571.5	0.583616959328534	0.596774193548387	0.584496148736783	0.619402985074627	NA	NA	0.637864001903629	0.660550458715596	165.815987933635	69	663	0.589973906704559	0.610126582278481	180	673	0.562331390080013	0.605633802816901	92	NA	957	0.564872254530845	0.603149801587302	95	910	0.000908836898669047	0.0588955750764974	0.0299681743527536	0.0258732289742873	0.0330223461022101
2508724	GCA_004114995.1	Halorubrum^amylolyticum	Scaffold	NA	3620	NA	NA	3630756	0.639092370613742	NA	0.699327053932992	0.702064896755162	929.278787878788	801	0.592339352780779	0.612903225806452	0.591075419265228	0.625	NA	NA	0.649798846334544	0.666666666666667	162.872440944882	56	635	0.597729647256478	0.614438710266715	165	662	0.572158812598684	0.612030755314337	94	NA	924	0.563774933854476	0.612244897959184	95	887	0.000997037531577446	0.0557269615474022	0.0284855275320071	0.0256423180186165	0.0300846435287857
2071624	GCA_004116405.1	Haloferacaceae^archaeon^SYSU^A00711	Contig	NA	4948	NA	NA	4891127	0.643854088007587	NA	0.687454680962784	0.692476738713298	815.632794457275	718.5	0.56768303324704	0.580645161290323	0.573330977749103	0.596	NA	NA	0.639779298933443	0.647058823529412	151.789473684211	67	893	0.569653377606029	0.577303822937626	181.5	960	0.551986413549493	0.587378640776699	99	NA	1305	0.550248237534592	0.586206896551724	100	1211	0.00101162779048673	0.0623866442233048	0.0277130403688149	0.0267629525874098	0.035623691635895
2479928	GCA_004118325.1	Halorientalis^sp.^F13-25	Scaffold	23	4039	48	5	4087668	0.632257223359532	NA	0.667284208254463	0.674792491982645	1758.2080078125	699	0.582946166165109	0.596774193548387	0.570154638898582	0.6	NA	NA	0.593024046879244	0.628738839285714	105.460244648318	30	654	0.588933384952944	0.59651209881543	158	806	0.556105550163519	0.594665718349929	76	NA	1032	0.554896710753197	0.5942160648043	80	1022	0.000988093945007276	0.0525688485464084	0.0168729456501849	0.0214146550062285	0.0311541935401799
2138083	GCA_004137855.1	Methanohalophilus^sp.^SLHTYRO	Scaffold	NA	2134	NA	NA	1830088	0.452162066816375	NA	0.437558341236936	0.456714247951361	773	733.5	0.350979293928203	0.338709677419355	0.308730779370227	0.32	NA	NA	0.274770603735315	0.3125	106.065040650407	30	246	0.314533495623975	0.31222184020018	177.5	286	0.314171328000943	0.32258064516129	45	NA	628	0.313828698215526	0.324074074074074	44	643	0.00116606414554929	0.0443049733127587	0.014257237903314	0.0165658700565219	0.0277391032562369
1126242	GCA_004143485.1	Halorussus^amylolyticus	Scaffold	NA	3605	NA	NA	3542286	0.636181115892612	NA	0.652105681603987	0.661835748792271	838.659176029963	696	0.551356647573108	0.564516129032258	0.549884087171094	0.575264940456681	NA	NA	0.592544296690195	0.6052736087899	113.710280373832	46	642	0.558248281656793	0.567164179104478	167	708	0.529697214173214	0.566037735849057	91	NA	927	0.533048478245948	0.565217391304348	94	867	0.00101770438637648	0.0587233780671578	0.0206087255518047	0.0253449326226059	0.0333784454445519
2608793	GCA_004193545.1	Candidatus^Argoarchaeum^ethanivorans	Contig	46	2069	NA	NA	1990850	0.4111037815394	NA	0.418891805213998	0.421957671957672	848	762	0.349771997973315	0.338709677419355	0.338856259739612	0.357142857142857	NA	NA	0.380482531167756	0.383395989974937	235.90243902439	151	246	0.344321604259501	0.348824137775979	245	264	0.326532734922505	0.35042735042735	72	NA	597	0.331573819657522	0.354487188477343	71	594	0.0010392545897481	0.0562764648265816	0.0291493583142878	0.023787829319135	0.0324886355074466
2077317	GCA_004195645.1	uncultured^DHVE6^group^euryarchaeote	Contig	66	1060	47	3	836089	0.337476582526372	NA	0.366784775505742	0.35392032210214	880.119047619048	684	0.29520274344287	0.290322580645161	0.219115672709936	0.246165105386417	NA	NA	0.20756053388661	0.233828671328671	63.051724137931	16.5	58	0.260606985094688	0.261705101327743	80.5	142	0.205976162136043	0.234042553191489	33	NA	343	0.215994641356063	0.24	41	229	0.00126780761378274	0.0262041481229869	0.00437393626755046	0.0125321586577506	0.0136719894652364
2491083	GCA_004212075.1	Candidatus^Methanoliparum^thermophilum	Contig	12	1342	46	3	1257141	0.360403860331741	NA	0.377172630438416	0.358646654538104	812.4375	648	0.272264306182086	0.258064516129032	0.239350057780851	0.234042553191489	NA	NA	0.267170209572204	0.266666666666667	102.119496855346	54	159	0.227605430524283	0.221212121212121	162	181	0.23628769107349	0.235481453727988	36.5	NA	408	0.23649397880324	0.240740740740741	38	367	0.00106750157699097	0.0354775240008877	0.012915814534726	0.0121531713626395	0.0233243526382482
2491085	GCA_004212085.1	Candidatus^Methanolliviera^hydrocarbonicum	Contig	183	1796	47	3	1664055	0.438330864799765	NA	0.434478424358166	0.444444444444444	847.472222222222	699	0.362265286470871	0.354838709677419	0.319710086132285	0.333333333333333	NA	NA	0.342512492732282	0.356789250353607	98.1547619047619	49.5	168	0.331216210138432	0.329113924050633	151	191	0.304082588670718	0.333333333333333	36.5	NA	520	0.324499640210006	0.338351174546536	36	438	0.00107929124938779	0.0276080117544192	0.00990952823073757	0.0102762528882759	0.0173317588661432
2491082	GCA_004212135.1	Methanophagales^archaeon^ANME-1-THS	Scaffold	181	2146	37	1	2030246	0.488231023714282	NA	0.528483765726861	0.526547987616099	1040.25	1101	0.409633605345309	0.403225806451613	0.413139099476639	0.417399281400505	NA	NA	0.45698586843153	0.461072261072261	121.214285714286	75.5	280	0.385642696044005	0.393700787401575	146	305	0.40731996631574	0.417624521072797	85	NA	577	0.412220043568747	0.419354838709677	78	580	0.00105701476569834	0.0477749986947395	0.0167171859961798	0.0258416960309243	0.0219333026638151
2478562	GCA_004285905.1	Nanoarchaeota^archaeon^Gua-46	Contig	NA	558	NA	NA	408109	0.310754081872186	NA	0.314235209235209	0.314235209235209	1489.5	1489.5	0.26826449603055	0.258064516129032	0.231441371777767	0.212121212121212	NA	NA	0.381740210019145	0.422222222222222	100.555555555556	47	27	0.216900266353244	0.2	53	72	0.216837239881037	0.215435606060606	32	NA	90	0.211938645671494	0.2	31	87	0.00136728178011267	0.0184681053346042	0.00665263446775252	0.00911766219318859	0.00935044314141565
2052832	GCA_004297185.1	Methanofollis^sp.^FWC-SCC2	Contig	22	2312	47	5	2357249	0.601795267215844	NA	0.623286743988941	0.62952380952381	933.094212651413	780	0.503266965066625	0.516129032258065	0.46179926757515	0.491525423728814	NA	NA	0.486863604687034	0.515151515151515	177.202846975089	61	281	0.479925015480551	0.484978540772532	128	361	0.443310878992246	0.477766798418972	45	NA	558	0.456358414175769	0.491525423728814	50	601	0.00098080431893279	0.0332094742642801	0.02112377606269	0.0136069630319071	0.019602511232373
2082189	GCA_004310395.1	Methanofervidicoccus^abyssi	Contig	5	1286	35	4	1308147	0.35247514908658	NA	0.37704112688755	0.375404530744337	790.78445229682	696	0.265416666666667	0.258064516129032	0.248791402335665	0.227272727272727	NA	NA	0.227990312167645	0.22027972027972	232.530386740331	208	181	0.211187571587807	0.211309523809524	215	207	0.269577862960251	0.24	63	NA	422	0.25642080865886	0.238805970149254	74.5	364	0.000983069945503067	0.0577855546815457	0.0321737541728872	0.0237641488303685	0.0340214058511773
2507556	GCA_004322465.1	Candidatus^Nitrosotenuis^sp.	Contig	126	1926	34	1	1681024	0.427423839697813	NA	0.497531521992826	0.508196721311475	401.222222222222	297	0.346124736637552	0.338709677419355	0.322211936298221	0.333333333333333	NA	NA	0.326467735202214	0.340667311411992	94.0913043478261	41	230	0.329744511979301	0.333333333333333	127	337	0.316487404022473	0.333333333333333	50	NA	483	0.320420596623803	0.333333333333333	49	420	0.00114573022157923	0.0391898033579532	0.0128737007918983	0.0137297266428082	0.0254600767151451
2576309	GCA_004332335.1	Methanoregulaceae^archaeon^UXB-2016	Contig	NA	2441	NA	NA	2367119	0.659411701130933	NA	0.660458016925883	0.663292847503374	991.894736842105	882	0.566550494407521	0.580645161290323	0.544355075092088	0.575704225352113	NA	NA	0.578619513857463	0.623396650326797	176.206081081081	60.5	296	0.55373338543382	0.5625	144	397	0.525440920193191	0.56701030927835	49	NA	595	0.540009749109768	0.576158940397351	59	601	0.0010312113586178	0.0401450032719099	0.0220339577351202	0.0159941261930642	0.0241508770788456
2546571	GCA_004347965.1	Candidatus^Nezhaarchaeota^archaeon^WYZ-LMO8	Contig	78	1455	39	2	1348574	0.436648701370686	NA	0.448213572324351	0.434456928838951	1451.32520325203	717	0.387056417982728	0.387096774193548	0.382097742845586	0.376986128625473	NA	NA	0.39737432605966	0.38408211143695	143.185393258427	83.5	178	0.373267005769773	0.373333333333333	137	241	0.377862724906819	0.375	54.5	NA	374	0.384992414951314	0.376237623762376	50	343	0.0010789174342676	0.0394025466900593	0.0188992224379233	0.0149196484582974	0.0244828982317618
91560	GCA_004363215.1	Methanimicrococcus^blatticola	Scaffold	13	1593	43	6	1783317	0.434580740958748	NA	0.534933866566176	0.527479519123564	1204.75	915.5	0.301750848896435	0.290322580645161	0.271681193457199	0.272727272727273	NA	NA	0.273322630466461	0.268817204301075	272.146666666667	150	225	0.275315716894788	0.272108843537415	262	231	0.269228478308261	0.274193548387097	112	NA	551	0.27196235283767	0.268630849220104	109	507	0.000893279209473133	0.0719608459965334	0.0343365761667724	0.0380229650701474	0.0339378809263861
2528041	GCA_004525545.1	Methanomassiliicoccus^sp.	Contig	158	1726	41	4	1596147	0.555656319486353	NA	0.539619095219981	0.541852402179297	814.844155844156	636	0.4516728179073	0.451612903225806	0.384342937142358	0.419354838709677	NA	NA	0.334659637499761	0.402380952380952	61.9021739130435	18.5	184	0.417933360952292	0.414634146341463	122	261	0.389126974239231	0.428571428571429	43	NA	392	0.380869057461503	0.415009380863039	48.5	432	0.00108135403568719	0.03423431551104	0.00713593422159739	0.0142850251261319	0.0199492903849082
83816	GCA_004553595.1	Methanobrevibacter^ruminantium	Contig	NA	2888	NA	NA	2770697	0.320556962333144	NA	0.357182052421911	0.36331569664903	897.840262582057	792	0.228051686217009	0.209677419354839	0.194122498104922	0.18	NA	NA	0.182528125277687	0.156047077922078	176.312030075188	117.5	266	0.175353248055293	0.16343808630394	274	272	0.200147138634518	0.19047619047619	80	NA	785	0.197170953056298	0.182572614107884	93	1135	0.00104233700040098	0.0673054469687591	0.0169267877360823	0.0404068001661676	0.0268986468025916
2562280	GCA_004681185.1	Halomicroarcula^sp.^LR21	Scaffold	NA	5206	NA	NA	5038561	0.594300329386585	NA	0.647466910205362	0.652920962199313	852.663594470046	762	0.544107893771343	0.548387096774194	0.529913112347702	0.552631578947368	NA	NA	0.573227651328787	0.584070796460177	132.46441495778	51	829	0.540021112905913	0.550423156247777	158	954	0.508960319469685	0.544117647058824	79	NA	1317	0.51658278040449	0.545454545454545	81	1347	0.00103323151193367	0.0528087285238781	0.0217945163311508	0.022893044264027	0.0299156842598512
2559572	GCA_004698125.1	Halosimplex^sp.^TH32	Scaffold	NA	4358	NA	NA	4467366	0.665330776076433	NA	0.705278726172756	0.708217913204063	876.983606557377	765	0.635538927400586	0.645161290322581	0.645158708491617	0.67800744109136	NA	NA	0.701804199260147	0.72242497972425	96.8672456575682	47	806	0.656140009335817	0.666666666666667	175	843	0.618798486816591	0.666666666666667	100	NA	1085	0.621150805522921	0.672329697468615	94	1096	0.000975518907562085	0.0583227342465336	0.0174767413281115	0.0252999194603711	0.0330228147861626
2052935	GCA_004745425.1	Methanolobus^sp.^SY-01	Contig	45	2514	46	8	2592212	0.425447701337447	NA	0.455413911863249	0.459646962233169	942.666666666667	796.5	0.349166122783386	0.338709677419355	0.321683930689126	0.331632653061224	NA	NA	0.338465583516039	0.343315610787265	143.333333333333	64	354	0.317993209365527	0.317899934923248	236.5	382	0.321270465214801	0.333333333333333	69	NA	720	0.316638454630009	0.333333333333333	70	839	0.000969828085048599	0.0593446832280693	0.019574016322739	0.0244929812839382	0.0348517019441311
1126238	GCA_004765785.1	Halorussus^ruber	Scaffold	NA	4337	NA	NA	4318307	0.613666122643893	NA	0.643796973735377	0.658301965704726	793.915032679739	678	0.542601504500361	0.548387096774194	0.535149301190554	0.556503198294243	NA	NA	0.558924962750522	0.571729957805907	134.934531450578	55	779	0.545673780533684	0.556252204239978	191.5	854	0.522506652984338	0.551781801406989	100.5	NA	1116	0.523011665034656	0.552830940988836	113	1104	0.00100432877977411	0.0690995915760505	0.0243414838268794	0.0312280368209115	0.037871554755139
2505976	GCA_004765795.1	Halorussus^sp.^LYG-36	Scaffold	NA	3810	NA	NA	3763720	0.61876108220324	NA	0.518897294604776	0.518897294604776	318	318	0.592566409389799	0.612903225806452	0.591369174906984	0.621052631578947	NA	NA	0.657296403532156	0.684210526315789	102.369255150555	40	631	0.597481751651242	0.608695652173913	156	727	0.562504459572836	0.609195402298851	73	NA	985	0.571624578548886	0.613835725677831	78.5	892	0.00101229634510537	0.050153305771949	0.0171625413155071	0.0200203522047336	0.0301329535672154
1710537	GCA_004765805.1	Halorussus^sp.^HD8-83	Scaffold	NA	3964	NA	NA	3933954	0.621886098822695	NA	0.68645513647718	0.692111959287532	848.050328227571	741	0.591325755832681	0.596774193548387	0.600643078570598	0.630667542256738	NA	NA	0.662811197364235	0.67741935483871	130.174037089872	48	701	0.603948879642391	0.620043937650382	174	744	0.579923863849028	0.619782608695652	93	NA	1016	0.575679397137394	0.620689655172414	89	1001	0.00100763760837061	0.0577520733592716	0.0231960007666588	0.0248447236546233	0.0329073497046483
1364935	GCA_004765815.1	Halorussus^salinus	Scaffold	NA	5233	NA	NA	5230385	0.638274655200524	NA	0.666584130454733	0.67384370015949	867.850915982312	741	0.55745306646103	0.564516129032258	0.563499504959834	0.588235294117647	NA	NA	0.612474686310046	0.622418879056047	124.388595564942	51	947	0.567740470628242	0.578947368421053	169	1013	0.544356638494406	0.579831932773109	96	NA	1343	0.545114582060219	0.582848014908982	97	1358	0.00100049996319583	0.0596780160542675	0.0225214778644402	0.0269467735166723	0.0327312425375952
2528831	GCA_004785955.1	Halostella^litorea	Scaffold	NA	3880	NA	NA	3745232	0.625784414735258	NA	0.706945100770788	0.70885490011996	880.633636363636	759	0.613791811562182	0.629032258064516	0.613335562327444	0.644628099173554	NA	NA	0.710427801228327	0.727272727272727	94.8132045088567	37	621	0.620641540554625	0.62983312983313	150	726	0.582688133505636	0.636363636363636	75.5	NA	860	0.575819661979808	0.621848739495798	76	1046	0.00103598388564447	0.0518248936247474	0.0157210554646548	0.0227479232261179	0.0290769703986295
2559573	GCA_004944975.1	Halorhabdus^sp.^H27	Scaffold	NA	3469	NA	NA	3464929	0.6168838606972	NA	0.632741689822452	0.638928685132124	863.200772200772	754.5	0.551184224627585	0.564516129032258	0.529991578830055	0.562037487171177	NA	NA	0.564377496335666	0.579896907216495	120.149741824441	57	581	0.547675845374845	0.560077519379845	158	619	0.523359035118071	0.555555555555556	86	NA	822	0.503178075534545	0.556992496488504	85	950	0.00100117491584965	0.0536657461090833	0.0201467331653838	0.0254394823097385	0.0282262637993448
2558243	GCA_005049285.1	halophilic^archaeon^NEN8	Contig	NA	3712	NA	NA	3661127	0.608008763903831	NA	0.651564005050402	0.655622489959839	850.632996632997	741	0.562380409362377	0.564516129032258	0.553307171135583	0.576867335562988	NA	NA	0.597625875459071	0.607142857142857	99.3421875	41.5	640	0.56583376662308	0.569639847944508	157	738	0.53430670940479	0.57179675994109	77	NA	970	0.531807002572873	0.571428571428571	76	892	0.001013895448041	0.0517837813329065	0.0173659640870147	0.0201361493332518	0.0316476319996548
2218536	GCA_005191415.1	Candidatus^Helarchaeota^ASGARD^archaeon^Hel_GB_A	Scaffold	NA	3768	NA	NA	3840020	0.352150672636798	NA	0.360131828784149	0.367850098619329	846.654545454545	624	0.280843812078371	0.274193548387097	0.256509326979044	0.251798561151079	NA	NA	0.232119105497869	0.230769230769231	71.0785340314136	33	573	0.252550772965605	0.248803827751196	161	611	0.266123237086455	0.26296580868229	65	NA	982	0.263497682441806	0.256880733944954	59	995	0.000981244889349535	0.0420052499726564	0.0106061947594023	0.0163879354795027	0.0256173144931537
2218537	GCA_005191425.1	Candidatus^Helarchaeota^ASGARD^archaeon^Hel_GB_B	Contig	NA	3286	NA	NA	3543077	0.279842312641007	NA	0.296034149957354	0.301535087719298	1035.19672131148	912	0.1978222217314	0.193548387096774	0.171941359465631	0.166666666666667	NA	NA	0.154461966785269	0.150342465753425	116.336397058824	63	544	0.168862563630062	0.163955609607784	295	580	0.179577079884349	0.169491525423729	94	NA	907	0.177057158977307	0.171924761146497	97	854	0.000927442446212713	0.0741654781987521	0.0178621576669094	0.0258741201503665	0.0482913580483856
2012492	GCA_005222965.1	Candidatus^Woesearchaeota^archaeon^B3_Woes	Contig	4	1106	30	3	1021708	0.308076980991954	NA	0.307916376747736	0.30398322851153	1962.01665124884	690	0.23826425862129	0.225806451612903	0.196774270597654	0.207920792079208	NA	NA	0.202326365729796	0.222222222222222	58.424	16	125	0.214048810190267	0.213333333333333	124	179	0.191503916224901	0.198484848484848	42.5	NA	274	0.188835025240159	0.203125	44	295	0.00108250106684102	0.0361964964549558	0.00714783480211567	0.0144720898730361	0.0217244065819197
2012490	GCA_005222975.1	Candidatus^Lokiarchaeota^archaeon^Loki_b31	Contig	99	3303	23	NA	3518981	0.312971058762496	NA	0.335614556469661	0.333333333333333	995.518248175183	852	0.211026797053594	0.193548387096774	0.194762327425455	0.188118811881188	NA	NA	0.195473594929215	0.193548387096774	94.5637931034483	50	580	0.188748860162797	0.182410423452769	196	619	0.194648102627818	0.188118811881188	101	NA	855	0.198330351808057	0.191881918819188	97	955	0.000938623993707269	0.0637002586828403	0.0155860460741334	0.0292232325210054	0.0344770261618349
2012484	GCA_005222995.1	Hadesarchaea^archaeon^B3_Hades	Contig	29	1081	30	3	988622	0.538640901512465	NA	0.543539244570379	0.555555555555556	796.760683760684	579	0.446683581007611	0.435483870967742	0.415467391742956	0.422021619998499	NA	NA	0.449596795045314	0.438402457757296	112.862903225806	34	124	0.410612706008805	0.40752990851513	127	154	0.415629835852765	0.423885918003565	30	NA	314	0.402275481829102	0.422287793542074	48.5	268	0.00109344117367406	0.0338410433917109	0.0141560677387312	0.0140579513706958	0.0197830920210151
2012491	GCA_005223125.1	Candidatus^Lokiarchaeota^archaeon^Loki_b32	Scaffold	71	3931	25	4	4129784	0.299158581594896	NA	0.305512239209495	0.30746635432456	954.350877192982	798	0.208849386022093	0.193548387096774	0.193537725260443	0.192090395480226	NA	NA	0.193444503145997	0.196969696969697	119.503566333809	57	701	0.191740091704449	0.187658629441624	200.5	740	0.193887348939543	0.193181818181818	101	NA	1121	0.194483690754686	0.193236714975845	94	1061	0.000951865763439444	0.0625468547507569	0.0202848381416559	0.0266200363021407	0.0359268184486162
2217661	GCA_005239135.1	Natronomonas^sp.^F20-122	Contig	12	2868	44	3	2904418	0.629504068298001	NA	0.637990428122004	0.645833333333333	1118.15343915344	699	0.565811608973808	0.580645161290323	0.555330486975535	0.580798771121352	NA	NA	0.597171752274919	0.608465608465608	98.9497098646035	32	517	0.562301308911346	0.572866100323625	140.5	552	0.53999638175735	0.579710144927536	76	NA	739	0.537284665403965	0.576	73	784	0.000987461171222599	0.0483966150877732	0.0176135115537777	0.0216938470977662	0.0267027679900069
2575697	GCA_005239175.1	halophilic^archaeon^SHRA6	Scaffold	NA	3427	NA	NA	3359672	0.578351703764194	NA	0.594507799362105	0.606060606060606	866.353803849679	744	0.511774088609986	0.516129032258065	0.498389980111384	0.518072289156627	NA	NA	0.535779826330201	0.541984732824427	110.041467304625	46	627	0.505784051880406	0.513313726005094	153	654	0.481668276809698	0.511111111111111	84	NA	857	0.483044923140432	0.513207547169811	79	909	0.00102004005152884	0.0532578775547137	0.0205365285658838	0.0234746129979355	0.0297832645567782
2558242	GCA_005239435.1	halophilic^archaeon^LT46	Scaffold	NA	5034	NA	NA	5154608	0.634175972799375	NA	0.659841753919076	0.665631469979296	831.6346782988	732	0.543652881047499	0.548387096774194	0.542474489593466	0.559680291723202	NA	NA	0.587097484329971	0.589714844199149	141.929515418502	74	908	0.545991227772199	0.555555555555556	199	990	0.524819207502215	0.551282051282051	106	NA	1311	0.525751815017634	0.551456310679612	111	1247	0.00097660190648833	0.0672530287463179	0.0250013192079785	0.0290328575907227	0.0382201711555952
2509225	GCA_005406125.1	Haloarcula^sp.^MD-130	Contig	33	4265	47	3	4217270	0.575340686664674	NA	0.642054597616497	0.646639748510227	866.307745504841	762	0.544908456843941	0.548387096774194	0.525441938870602	0.546153846153846	NA	NA	0.581644296129555	0.578947368421053	120.871572871573	43	693	0.539966296274699	0.545454545454545	161	750	0.50300569020431	0.535514018691589	78	NA	1161	0.502542018820589	0.538793103448276	76	1039	0.00101131774821152	0.0487988675138182	0.0198621383027409	0.0201666006682048	0.0286322668456134
2518118	GCA_005435045.1	Halorubrum^sp.^SS5	Scaffold	2396	5639	49	8	4841999	0.654147293311651	NA	0.719563196972614	0.728197530864197	835.038461538462	785.5	0.582682562492909	0.612903225806452	0.57151402588967	0.630984211866565	NA	NA	0.649273713892999	0.689655172413793	116.486638537271	52	711	0.595475411588101	0.625	165	683	0.538403174528875	0.610640301318268	89	NA	1048	0.534487380222052	0.600505050505051	89	998	0.00116460164489914	0.0432544492470981	0.0171049188568605	0.0199799710821915	0.0232744781649067
2518112	GCA_005435165.1	Halorubrum^sp.^GN11_10-6_MGM	Contig	200	3229	57	3	3321212	0.62961129440749	NA	0.699998271133624	0.703655181048883	904.904166666667	825	0.606520247083047	0.629032258064516	0.609275991740593	0.649516089006535	NA	NA	0.665812015786137	0.673174872665535	117.358803986711	55	602	0.615453855454172	0.635952902519167	172	608	0.584904848074275	0.637334168422251	94	NA	826	0.586576424973377	0.64513906988867	90	778	0.000972235436942899	0.0552304399719139	0.0212723547909619	0.0237431395526693	0.0314873004192445
2563889	GCA_005543295.1	Haloferacaceae^archaeon^N1521	Scaffold	NA	3484	NA	NA	3416214	0.561696406474127	NA	0.483235855719177	0.495014724752826	904	831	0.505850727387729	0.516129032258065	0.49007963500826	0.51063829787234	NA	NA	0.532402960423489	0.535031847133758	110.333873581848	46	617	0.495126168180264	0.498847926267281	148.5	652	0.466962662014756	0.504359693684131	74	NA	846	0.47925889626448	0.508823834734766	85	910	0.00101984243375854	0.0525868695579375	0.0199273230541179	0.0242449682601851	0.0283419012977524
88724	GCA_005576615.1	Natrinema^versiforme	Complete Genome	5	4403	64	10	4674473	0.627574451975897	NA	0.696232255310065	0.696232255310065	709.5	709.5	0.553680167379696	0.564516129032258	0.556573152942339	0.583333333333333	NA	NA	0.604375525750535	0.615100950118765	167.382629107981	79	852	0.560920764117638	0.56768208886853	194	884	0.545177747754198	0.581967213114754	116	NA	1147	0.530689520928576	0.568527918781726	114	1217	0.000941924362382669	0.0692463086213141	0.0305082519462621	0.0325585365451892	0.0366877720761249
2552943	GCA_005938085.1	Haloterrigena^sp.^H1	Contig	9	4050	53	17	4263024	0.597343444241957	NA	0.633592709688733	0.64209491279822	3004.71772068511	747	0.539350204405899	0.548387096774194	0.539114845581771	0.561797752808989	NA	NA	0.588579361072011	0.593649193548387	155.312977099237	87.5	786	0.544514779636464	0.549662961474934	197	830	0.517047769604239	0.548709310050299	113	NA	1114	0.522408144690532	0.558116107267247	117	1124	0.00095002983797417	0.0721992182075447	0.0286360104939593	0.0338438160329381	0.0383554021746066
2583824	GCA_005954745.1	Halostella^pelagica	Complete Genome	NA	3970	NA	NA	3942449	0.611013328932523	NA	0.641117984343766	0.647849462365591	863.275607505383	738	0.546547056394255	0.548387096774194	0.541379263619628	0.565789473684211	NA	NA	0.603965421551472	0.608893280632411	137.524024024024	76	666	0.549045673969779	0.552631578947368	166	751	0.521347215311783	0.555555555555556	85	NA	1051	0.513950809790078	0.555852644087938	93	962	0.00100698829585367	0.0561470801524636	0.023232006298623	0.0245256184671	0.0316214616853636
2586643	GCA_006274605.1	Thermococcus^sp.^IOH1	Complete Genome	2	2323	45	4	2234010	0.498241055454468	NA	0.556164666927294	0.565700702714713	3557.14858096828	726	0.463081536715837	0.467741935483871	0.421779892599596	0.436363636363636	NA	NA	0.431733475676109	0.447088465845465	104.287037037037	41.5	216	0.447181885470921	0.44578313253012	120	355	0.416196078782721	0.428571428571429	47	NA	668	0.409626798181009	0.431607783865483	49	612	0.00103983419948881	0.0334810497714871	0.0100832135934933	0.0144122004825404	0.0190688492889468
2419781	GCA_006543045.1	Natronolimnobius^sp.^XQ-INN^246	Scaffold	77	4227	57	3	4521535	0.58998209288041	NA	0.56887698042219	0.578811369509044	602.8	594	0.544712282972953	0.548387096774194	0.542934629197595	0.564985875706215	NA	NA	0.590112151668961	0.6	140.464912280702	76	798	0.543956552944621	0.552631578947368	184	827	0.52480753045436	0.558510638297872	100	NA	1219	0.527524985867768	0.560790835181079	100	1064	0.000934859511205818	0.0593975276095397	0.0247904749161513	0.0257434698614519	0.0336540577480878
2508726	GCA_006740685.1	Candidatus^Nitrosopumilus^sp.^SW	Complete Genome	1	1776	42	3	1499620	0.337610194582628	NA	0.345573071734043	0.340233285724002	2197.39137737962	613.5	0.28650624673603	0.274193548387097	0.246736543474256	0.26	NA	NA	0.2324846327378	0.25	114.159817351598	16	219	0.269264579072298	0.269230769230769	107	357	0.24401086463853	0.252525252525253	43	NA	457	0.238286646855198	0.254716981132075	42	435	0.00118430002267241	0.0388885184246676	0.0166715567943879	0.0134160654032355	0.0254724530214321
